Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,fullName,age_group
José Juan,19,https://cdn.sofifa.com/players/239/592/20_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,72,84,Guadalajara,https://cdn.sofifa.com/teams/1880/light_30.png,€5.5M,€17K,José Juan Macías,Below 20 years
Alexandre Lacazette,28,https://cdn.sofifa.com/players/193/301/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,84,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€32M,€140K,Alexandre Lacazette,Age: 25-30
Alan Velasco,16,https://cdn.sofifa.com/players/252/238/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,64,84,Independiente,https://cdn.sofifa.com/teams/110093/light_30.png,€900K,€600,Alan Velasco,Below 20 years
Marcus Thuram,21,https://cdn.sofifa.com/players/228/093/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,84,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,€20M,€30K,Marcus Thuram,Age: 20-25
Unai Núñez,22,https://cdn.sofifa.com/players/240/900/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,78,84,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€13M,€20K,Unai Núñez Gestoso,Age: 20-25
Oliver Skipp,18,https://cdn.sofifa.com/players/241/042/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,67,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€1.5M,€6K,Oliver Skipp,Below 20 years
Eduardo Expósito,22,https://cdn.sofifa.com/players/229/862/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,84,SD Eibar,https://cdn.sofifa.com/teams/467/light_30.png,€11M,€20K,Eduardo Expósito Jaén,Age: 20-25
Tomás Franco,18,https://cdn.sofifa.com/players/245/278/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,72,84,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€4.7M,€3K,Tomás Franco Tavares,Below 20 years
Patson Daka,20,https://cdn.sofifa.com/players/241/202/20_60.png,Zambia,https://cdn.sofifa.com/flags/zm.png,75,84,FC Red Bull Salzburg,https://cdn.sofifa.com/teams/191/light_30.png,€10.5M,€27K,Patson Daka,Age: 20-25
Sontje Hansen,17,https://cdn.sofifa.com/players/254/752/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,63,84,Ajax,https://cdn.sofifa.com/teams/245/light_30.png,€800K,€850,Sontje Hansen,Below 20 years
Dominic Calvert-Lewin,22,https://cdn.sofifa.com/players/221/479/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,79,84,Everton,https://cdn.sofifa.com/teams/7/light_30.png,€17M,€80K,Dominic Calvert-Lewin,Age: 20-25
Manuel Locatelli,21,https://cdn.sofifa.com/players/222/077/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,77,84,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,€11.5M,€32K,Manuel Locatelli,Age: 20-25
Patrik Schick,23,https://cdn.sofifa.com/players/234/236/20_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,78,84,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€14.5M,€48K,Patrik Schick,Age: 20-25
Domingos Quina,19,https://cdn.sofifa.com/players/235/450/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,69,84,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,€2.3M,€15K,Domingos Quina,Below 20 years
Jérémie Boga,22,https://cdn.sofifa.com/players/224/422/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,75,84,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,€10.5M,€42K,Jérémie Boga,Age: 20-25
Joris Chotard,17,https://cdn.sofifa.com/players/252/541/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,69,84,Montpellier HSC,https://cdn.sofifa.com/teams/70/light_30.png,€2.1M,€2K,Joris Chotard,Below 20 years
James Rodríguez,27,https://cdn.sofifa.com/players/198/710/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,84,84,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€32.5M,€200K,James Rodríguez,Age: 25-30
Lucas Tolentino,21,https://cdn.sofifa.com/players/233/927/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,84,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€12.5M,€28K,Lucas Tolentino Coelho de Lima,Age: 20-25
Joan Jordán,24,https://cdn.sofifa.com/players/224/309/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,84,Sevilla FC,https://cdn.sofifa.com/teams/481/light_30.png,€16.5M,€18K,Joan Jordán Moreno,Age: 20-25
Ismaël Bennacer,21,https://cdn.sofifa.com/players/226/754/20_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,74,84,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€9M,€23K,Ismaël Bennacer,Age: 20-25
Pierre-Emile Højbjerg,23,https://cdn.sofifa.com/players/213/648/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,79,84,Southampton,https://cdn.sofifa.com/teams/17/light_30.png,€16.5M,€53K,Pierre-Emile Højbjerg,Age: 20-25
Ander Barrenetxea,17,https://cdn.sofifa.com/players/246/672/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,72,84,Real Sociedad,https://cdn.sofifa.com/teams/457/light_30.png,€4.9M,€4K,Ander Barrenetxea,Below 20 years
Kurt Zouma,24,https://cdn.sofifa.com/players/204/311/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,84,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€20M,€91K,Kurt Zouma,Age: 20-25
Henry Onyekuru,22,https://cdn.sofifa.com/players/234/045/20_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,77,84,Galatasaray SK,https://cdn.sofifa.com/teams/325/light_30.png,€12.5M,€52K,Henry Onyekuru,Age: 20-25
Raphaël Guerreiro,25,https://cdn.sofifa.com/players/209/889/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,83,84,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€31M,€94K,Raphaël Guerreiro,Age: 25-30
Joel Matip,27,https://cdn.sofifa.com/players/197/061/20_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,83,84,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€26M,€110K,Joel Matip,Age: 25-30
James Sands,18,https://cdn.sofifa.com/players/242/214/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,66,84,New York City FC,https://cdn.sofifa.com/teams/112828/light_30.png,€1.2M,€700,James Sands,Below 20 years
Amine Gouiri,19,https://cdn.sofifa.com/players/240/753/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,69,84,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/light_30.png,€2.3M,€17K,Amine Gouiri,Below 20 years
Yeray Álvarez,24,https://cdn.sofifa.com/players/227/950/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,84,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€17.5M,€24K,Yeray Álvarez López,Age: 20-25
Nico Elvedi,22,https://cdn.sofifa.com/players/221/491/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,79,84,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/light_30.png,€15M,€26K,Nico Elvedi,Age: 20-25
Lucas Robertone,22,https://cdn.sofifa.com/players/235/008/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,84,Vélez Sarsfield,https://cdn.sofifa.com/teams/101088/light_30.png,€10M,€13K,Lucas Robertone,Age: 20-25
Ki-Jana Hoever,17,https://cdn.sofifa.com/players/246/763/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,62,84,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€625K,€550,Ki-Jana Hoever,Below 20 years
Lewis Travis,21,https://cdn.sofifa.com/players/234/319/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,72,84,Blackburn Rovers,https://cdn.sofifa.com/teams/3/light_30.png,€5M,€11K,Lewis Travis,Age: 20-25
Timothy Weah,19,https://cdn.sofifa.com/players/241/496/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,69,84,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€2.3M,€11K,Timothy Weah,Below 20 years
Héctor Bellerín,24,https://cdn.sofifa.com/players/203/747/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,84,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€15M,€65K,Héctor Bellerín Moruno,Age: 20-25
Jordan Torunarigha,21,https://cdn.sofifa.com/players/236/947/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,73,84,Hertha BSC,https://cdn.sofifa.com/teams/166/light_30.png,€6.5M,€14K,Jordan Torunarigha,Age: 20-25
Josef Martínez,26,https://cdn.sofifa.com/players/207/877/20_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,82,84,Atlanta United,https://cdn.sofifa.com/teams/112885/light_30.png,€27.5M,€15K,Josef Martínez,Age: 25-30
Japhet Tanganga,20,https://cdn.sofifa.com/players/236/600/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,84,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€2.2M,€22K,Japhet Tanganga,Age: 20-25
Owen Wijndal,19,https://cdn.sofifa.com/players/236/572/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,74,84,AZ Alkmaar,https://cdn.sofifa.com/teams/1906/light_30.png,€8M,€5K,Owen Wijndal,Below 20 years
Fernando Pacheco,27,https://cdn.sofifa.com/players/209/960/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,84,Deportivo Alavés,https://cdn.sofifa.com/teams/463/light_30.png,€18.5M,€27K,Fernando Pacheco Flores,Age: 25-30
Ricky-Jade Jones,16,https://cdn.sofifa.com/players/254/482/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,59,84,Peterborough United,https://cdn.sofifa.com/teams/1938/light_30.png,€350K,€500,Ricky-Jade Jones,Below 20 years
Edin Džeko,33,https://cdn.sofifa.com/players/180/930/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,84,84,Roma,https://cdn.sofifa.com/teams/52/light_30.png,€19.5M,€75K,Edin Džeko,Age: 30-35
Adolfo Gaich,20,https://cdn.sofifa.com/players/245/437/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,84,San Lorenzo de Almagro,https://cdn.sofifa.com/teams/1013/light_30.png,€4.6M,€11K,Adolfo Gaich,Age: 20-25
Xaver Schlager,21,https://cdn.sofifa.com/players/233/195/20_60.png,Austria,https://cdn.sofifa.com/flags/at.png,77,84,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/light_30.png,€12.5M,€32K,Xaver Schlager,Age: 20-25
Fernando Dos,20,https://cdn.sofifa.com/players/244/389/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,72,84,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/light_30.png,€5.5M,€500,Fernando Dos Santos Pedro,Age: 20-25
Abdou Diallo,23,https://cdn.sofifa.com/players/225/711/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,84,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€17.5M,€65K,Abdou Diallo,Age: 20-25
Emile Smith,18,https://cdn.sofifa.com/players/240/273/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,67,84,Huddersfield Town,https://cdn.sofifa.com/teams/1939/light_30.png,€1.6M,€4K,Emile Smith Rowe,Below 20 years
John Stones,25,https://cdn.sofifa.com/players/203/574/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,84,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€20M,€115K,John Stones,Age: 25-30
Pedro David,20,https://cdn.sofifa.com/players/236/673/19_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,70,84,Sporting CP,https://cdn.sofifa.com/teams/237/light_30.png,€3.9M,€7K,Pedro David Rosendo Marques,Age: 20-25
Daniele Rugani,24,https://cdn.sofifa.com/players/211/320/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,84,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€20M,€87K,Daniele Rugani,Age: 20-25
Manuel Vallejo,22,https://cdn.sofifa.com/players/241/686/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,75,84,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€10.5M,€29K,Manuel Vallejo Galván,Age: 20-25
Harry Wilson,22,https://cdn.sofifa.com/players/220/710/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,77,84,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,€12.5M,€52K,Harry Wilson,Age: 20-25
Arturo Vidal,32,https://cdn.sofifa.com/players/181/872/20_60.png,Chile,https://cdn.sofifa.com/flags/cl.png,84,84,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€23.5M,€200K,Arturo Vidal,Age: 30-35
Sébastien Haller,25,https://cdn.sofifa.com/players/205/693/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,84,West Ham United,https://cdn.sofifa.com/teams/19/light_30.png,€27.5M,€105K,Sébastien Haller,Age: 25-30
